score,key,from_version,to_version,similarity,edge_lost,edge_gained,euphemism_hits,old_preview,new_preview
28.94,Shubin_Industrial_ShipMining_VH_Org_Title_001,4.6.0-PTU,4.7.0-LIVE,0.2564,,,,Ship Mining Request: Special Assignment,Special Purchase Order: Mined Materials
27.77,Shubin_Industrial_ShipMining_Nyx_VE_Local_Title_001,4.6.0-PTU,4.7.0-LIVE,0.2857,,,,Ship Mining Request: Very Small Scale,XS Purchase Order: Ship Mined Ore
27.77,Shubin_Industrial_ShipMining_Pyro_VE_Local_Title_001,4.6.0-PTU,4.7.0-LIVE,0.2857,,,,Ship Mining Request: Very Small Scale,XS Purchase Order: Ship Mined Ore
27.77,Shubin_Industrial_ShipMining_Stanton_VE_Local_Title_001,4.6.0-PTU,4.7.0-LIVE,0.2857,,,,Ship Mining Request: Very Small Scale,XS Purchase Order: Ship Mined Ore
27.47,Shubin_Industrial_HandMining_Nyx_S_Interstellar_Title,4.6.0-PTU,4.7.0-LIVE,0.2933,,,,Hand Mining Request: Extreme Scale,Mjr. Purchase Order: Hand Mined Materials
27.47,Shubin_Industrial_HandMining_Nyx_S_Interstellar_Title_002,4.6.0-PTU,4.7.0-LIVE,0.2933,,,,Hand Mining Request: Extreme Scale,Mjr. Purchase Order: Hand Mined Materials
27.47,Shubin_Industrial_HandMining_Pyro_S_Interstellar_Title_001,4.6.0-PTU,4.7.0-LIVE,0.2933,,,,Hand Mining Request: Extreme Scale,Mjr. Purchase Order: Hand Mined Materials
27.47,Shubin_Industrial_HandMining_Pyro_S_Solar_Title_001,4.6.0-PTU,4.7.0-LIVE,0.2933,,,,Hand Mining Request: Extreme Scale,Mjr. Purchase Order: Hand Mined Materials
27.47,Shubin_Industrial_HandMining_Stanton_S_Solar_Title,4.6.0-PTU,4.7.0-LIVE,0.2933,,,,Hand Mining Request: Extreme Scale,Mjr. Purchase Order: Hand Mined Materials
27.47,Shubin_Industrial_HandMining_Stanton_S_Solar_Title_002,4.6.0-PTU,4.7.0-LIVE,0.2933,,,,Hand Mining Request: Extreme Scale,Mjr. Purchase Order: Hand Mined Materials
27.44,Shubin_Industrial_ShipMining_Nyx_E_Local_Title_001,4.6.0-PTU,4.7.0-LIVE,0.2941,,,,Ship Mining Request: Small Scale,Small Purchase Order: Ship Mined Ore
27.44,Shubin_Industrial_ShipMining_Pyro_E_Local_Title_001,4.6.0-PTU,4.7.0-LIVE,0.2941,,,,Ship Mining Request: Small Scale,Small Purchase Order: Ship Mined Ore
27.44,Shubin_Industrial_ShipMining_Stanton_E_Local_Title_001,4.6.0-PTU,4.7.0-LIVE,0.2941,,,,Ship Mining Request: Small Scale,Small Purchase Order: Ship Mined Ore
27.31,Shubin_Industrial_HandMining_Nyx_E_Interstellar_Title_001,4.6.0-PTU,4.7.0-LIVE,0.2973,,,,Hand Mining Request: Small Scale,Small Purchase Order: Hand Mined Materials
27.31,Shubin_Industrial_HandMining_Pyro_E_Local_Title_001,4.6.0-PTU,4.7.0-LIVE,0.2973,,,,Hand Mining Request: Small Scale,Small Purchase Order: Hand Mined Materials
27.31,Shubin_Industrial_HandMining_Stanton_E_Local_Title_001,4.6.0-PTU,4.7.0-LIVE,0.2973,,,,Hand Mining Request: Small Scale,Small Purchase Order: Hand Mined Materials
27.31,Shubin_Industrial_HandMining_Stanton_E_PlanetarySystem_Title_001,4.6.0-PTU,4.7.0-LIVE,0.2973,,,,Hand Mining Request: Small Scale,Small Purchase Order: Hand Mined Materials
27.26,Shubin_Industrial_ShipMining_Nyx_H_Secondary_Title_001,4.6.0-PTU,4.7.0-LIVE,0.2985,,,,Ship Mining Request: Large Scale,Lrg. Purchase Order: Ship Mined Ore
27.26,Shubin_Industrial_ShipMining_Pyro_H_PrimarySecondary_Title_001,4.6.0-PTU,4.7.0-LIVE,0.2985,,,,Ship Mining Request: Large Scale,Lrg. Purchase Order: Ship Mined Ore
27.26,Shubin_Industrial_ShipMining_Pyro_H_Secondary_Title_001,4.6.0-PTU,4.7.0-LIVE,0.2985,,,,Ship Mining Request: Large Scale,Lrg. Purchase Order: Ship Mined Ore
27.26,Shubin_Industrial_ShipMining_Stanton_H_PrimarySecondary_Title_001,4.6.0-PTU,4.7.0-LIVE,0.2985,,,,Ship Mining Request: Large Scale,Lrg. Purchase Order: Ship Mined Ore
27.26,Shubin_Industrial_ShipMining_Stanton_H_Secondary_Interstellar_Title_001,4.6.0-PTU,4.7.0-LIVE,0.2985,,,,Ship Mining Request: Large Scale,Lrg. Purchase Order: Ship Mined Ore
27.26,Shubin_Industrial_ShipMining_Stanton_H_Secondary_Title_001,4.6.0-PTU,4.7.0-LIVE,0.2985,,,,Ship Mining Request: Large Scale,Lrg. Purchase Order: Ship Mined Ore
27.15,Shubin_Industrial_HandMining_Pyro_H_PlanetarySystem_Title_001,4.6.0-PTU,4.7.0-LIVE,0.3014,,,,Hand Mining Request: Large Scale,Lrg. Purchase Order: Hand Mined Materials
27.15,Shubin_Industrial_HandMining_Stanton_H_PlanetarySystem_Title_001,4.6.0-PTU,4.7.0-LIVE,0.3014,,,,Hand Mining Request: Large Scale,Lrg. Purchase Order: Hand Mined Materials
27.15,Shubin_Industrial_HandMining_Stanton_H_Planetary_Solar_Title_001,4.6.0-PTU,4.7.0-LIVE,0.3014,,,,Hand Mining Request: Large Scale,Lrg. Purchase Order: Hand Mined Materials
27.15,Shubin_Industrial_HandMining_Stanton_H_Solar_Title_001,4.6.0-PTU,4.7.0-LIVE,0.3014,,,,Hand Mining Request: Large Scale,Lrg. Purchase Order: Hand Mined Materials
26.89,Shubin_Industrial_ShipMining_Nyx_VH_Interstellar_Title_001,4.6.0-PTU,4.7.0-LIVE,0.3077,,,,Ship Mining Request: Major Scale,XL Purchase Order: Ship Mined Ore
26.89,Shubin_Industrial_ShipMining_Nyx_VH_Secondary_Title_001,4.6.0-PTU,4.7.0-LIVE,0.3077,,,,Ship Mining Request: Major Scale,XL Purchase Order: Ship Mined Ore
26.89,Shubin_Industrial_ShipMining_Pyro_VH_Secondary_Title_001,4.6.0-PTU,4.7.0-LIVE,0.3077,,,,Ship Mining Request: Major Scale,XL Purchase Order: Ship Mined Ore
26.89,Shubin_Industrial_ShipMining_Stanton_VH_Interstellar_Title_001,4.6.0-PTU,4.7.0-LIVE,0.3077,,,,Ship Mining Request: Major Scale,XL Purchase Order: Ship Mined Ore
26.89,Shubin_Industrial_ShipMining_Stanton_VH_Secondary_Interstellar_Title_001,4.6.0-PTU,4.7.0-LIVE,0.3077,,,,Ship Mining Request: Major Scale,XL Purchase Order: Ship Mined Ore
26.89,Shubin_Industrial_ShipMining_Stanton_VH_Secondary_Title_001,4.6.0-PTU,4.7.0-LIVE,0.3077,,,,Ship Mining Request: Major Scale,XL Purchase Order: Ship Mined Ore
26.52,Shubin_Industrial_HandMining_Intro_Local_Title_001,4.6.0-PTU,4.7.0-LIVE,0.3171,,,,Hand Mining Request: Shubin Interstellar,Small Purchase Order: Hand Mined Materials
26.45,Shubin_Industrial_ShipMining_Nyx_S_Secondary_Title_001,4.6.0-PTU,4.7.0-LIVE,0.3188,,,,Ship Mining Request: Extreme Scale,Mjr. Purchase Order: Ship Mined Ore
26.45,Shubin_Industrial_ShipMining_Pyro_S_Secondary_Title_001,4.6.0-PTU,4.7.0-LIVE,0.3188,,,,Ship Mining Request: Extreme Scale,Mjr. Purchase Order: Ship Mined Ore
26.45,Shubin_Industrial_ShipMining_Stanton_S_Secondary_Title_001,4.6.0-PTU,4.7.0-LIVE,0.3188,,,,Ship Mining Request: Extreme Scale,Mjr. Purchase Order: Ship Mined Ore
25.31,"ui_error_message_30027,P",4.6.0-PTU,4.7.0-LIVE,0.3473,,,,If you are seeing this error message something went wrong. Please report this error to the issue council and try again.,(Unused) You should not see this. Please report.
25.08,Shubin_Industrial_ShipMining_Nyx_M_Solar_Title_001,4.6.0-PTU,4.7.0-LIVE,0.3529,,,,Ship Mining Request: Medium Scale,Med. Purchase Order: Ship Mined Ore
25.08,Shubin_Industrial_ShipMining_Pyro_M_Solar_Title_001,4.6.0-PTU,4.7.0-LIVE,0.3529,,,,Ship Mining Request: Medium Scale,Med. Purchase Order: Ship Mined Ore
25.08,Shubin_Industrial_ShipMining_Stanton_M_Solar_Title_001,4.6.0-PTU,4.7.0-LIVE,0.3529,,,,Ship Mining Request: Medium Scale,Med. Purchase Order: Ship Mined Ore
24.89,Shubin_Industrial_GroundVehicle_Pyro_E_DiscoverPlanetary_Desc_001,4.6.0-PTU,4.7.0-LIVE,0.3578,,,,"POSTING: Industrial | LOCATION: ~mission(System) | REQ EXPERIENCE: Vehicle Mining |  | TERMS*:  |  | Shubin Interstellar is in need of a variety of ore, mineable from numerous locations across <EM4>~mission(System)</EM4>. |  | ~mission(Hint_Location) |  | For a comprehensive list of where to find these minerals, consult <EM4>Mining Fundamentals #2: Where to Mine</EM4> in your mobiGlas Journal. |  | All Shubin Interstella","POSTING: Purchase Order | LOCATION: <EM4>~mission(System) </EM4> |  | TERMS*:  | Due to changes in our sourcing pipeline, Shubin Interstellar is currently looking to purchase a variety of materials from independent miners operating in the area. While selling at a trade hub may net you a more competitive price than fulfilling our order, many miners find that strengthening their ties to Shubin to be a wise "
24.89,Shubin_Industrial_GroundVehicle_Stanton_M_PlanetarySystem_Desc_001,4.6.0-PTU,4.7.0-LIVE,0.3578,,,,"POSTING: Industrial | LOCATION: ~mission(System) | REQ EXPERIENCE: Vehicle Mining |  | TERMS*:  |  | Shubin Interstellar is in need of a variety of ore, mineable from numerous locations across <EM4>~mission(System)</EM4>. |  | ~mission(Hint_Location) |  | For a comprehensive list of where to find these minerals, consult <EM4>Mining Fundamentals #2: Where to Mine</EM4> in your mobiGlas Journal. |  | All Shubin Interstella","POSTING: Purchase Order | LOCATION: <EM4>~mission(System) </EM4> |  | TERMS*:  | Due to changes in our sourcing pipeline, Shubin Interstellar is currently looking to purchase a variety of materials from independent miners operating in the area. While selling at a trade hub may net you a more competitive price than fulfilling our order, many miners find that strengthening their ties to Shubin to be a wise "
24.88,Shubin_Industrial_GroundVehicle_Stanton_E_DiscoverPlanetary_Desc_001,4.6.0-PTU,4.7.0-LIVE,0.358,,,,"POSTING: Industrial | LOCATION: ~mission(System) | REQ EXPERIENCE: Vehicle Mining |  | TERMS*:  |  | Shubin Interstellar is in need of a variety of ore, mineable from numerous locations across <EM4>~mission(System)</EM4>. |  | ~mission(Hint_Location) |  | For a comprehensive list of where to find these minerals, consult <EM4>Mining Fundamentals #2: Where to Mine</EM4> in your mobiGlas Journal. |  | All Shubin Interstella","POSTING: Purchase Order | LOCATION: <EM4>~mission(System) </EM4> |  | TERMS*:  | Due to changes in our sourcing pipeline, Shubin Interstellar is currently looking to purchase a variety of materials from independent miners operating in the area. While selling at a trade hub may net you a more competitive price than fulfilling our order, many miners find that strengthening their ties to Shubin to be a wise "
23.4,Shubin_Industrial_GroundVehicle_Pyro_E_DiscoverPlanetary_Title_001,4.6.0-PTU,4.7.0-LIVE,0.3951,,,,Ground Vehicle Mining Request: Small Scale,Small Purchase Order: Vehicle Mined Ore
23.4,Shubin_Industrial_GroundVehicle_Stanton_E_DiscoverPlanetary_Title_001,4.6.0-PTU,4.7.0-LIVE,0.3951,,,,Ground Vehicle Mining Request: Small Scale,Small Purchase Order: Vehicle Mined Ore
23.2,Shubin_Industrial_GroundVehicle_Stanton_H_Solar_Title_001,4.6.0-PTU,4.7.0-LIVE,0.4,,,,Ground Vehicle Mining Request: Large Scale,Med. Purchase Order: Vehicle Mined Ore
22.98,Shubin_Industrial_HandMining_Pyro_M_DiscoverPlanetary_Title_001,4.6.0-PTU,4.7.0-LIVE,0.4054,,,,Hand Mining Request: Medium Scale,Med. Purchase Order: Hand Mined Materials
22.98,Shubin_Industrial_HandMining_Stanton_M_DiscoverPlanetary_Title_001,4.6.0-PTU,4.7.0-LIVE,0.4054,,,,Hand Mining Request: Medium Scale,Med. Purchase Order: Hand Mined Materials
22.79,Shubin_Industrial_GroundVehicle_Nyx_VH_Interstellar_Title_001,4.6.0-PTU,4.7.0-LIVE,0.4103,,,,Ground Vehicle Mining Request: Major Scale,XL Purchase Order: Vehicle Mined Ore
22.79,Shubin_Industrial_GroundVehicle_Pyro_VH_Interstellar_Title_001,4.6.0-PTU,4.7.0-LIVE,0.4103,,,,Ground Vehicle Mining Request: Major Scale,XL Purchase Order: Vehicle Mined Ore
22.79,Shubin_Industrial_GroundVehicle_Stanton_VH_Solar_Title_001,4.6.0-PTU,4.7.0-LIVE,0.4103,,,,Ground Vehicle Mining Request: Major Scale,XL Purchase Order: Vehicle Mined Ore
22.3,Shubin_Industrial_HandMining_Pyro_Nyx_VH_Interstellar_Title_001,4.6.0-PTU,4.7.0-LIVE,0.4225,,,,Hand Mining Request: Major Scale,XL Purchase Order: Hand Mined Materials
22.3,Shubin_Industrial_HandMining_Pyro_VH_Interstellar_Title_001,4.6.0-PTU,4.7.0-LIVE,0.4225,,,,Hand Mining Request: Major Scale,XL Purchase Order: Hand Mined Materials
22.3,Shubin_Industrial_HandMining_Stanton_VH_Solar_Title_001,4.6.0-PTU,4.7.0-LIVE,0.4225,,,,Hand Mining Request: Major Scale,XL Purchase Order: Hand Mined Materials
22.2,Shubin_Industrial_GroundVehicle_Pyro_H_Solar_Title_001,4.6.0-PTU,4.7.0-LIVE,0.425,,,,Ground Vehicle Mining Request: Large Scale,Lrg. Purchase Order: Vehicle Mined Ore
21.64,Shubin_Industrial_GroundVehicle_Stanton_M_PlanetarySystem_Title_001,4.6.0-PTU,4.7.0-LIVE,0.439,,,,Ground Vehicle Mining Request: Medium Scale,Small Purchase Order: Vehicle Mined Ore
21.42,Shubin_Industrial_GroundVehicle_Pyro_M_PlanetarySystem_Title_001,4.6.0-PTU,4.7.0-LIVE,0.4444,,,,Ground Vehicle Mining Request: Medium Scale,Med. Purchase Order: Vehicle Mined Ore
15.44,Badge_CleanAir_Personal_T4_Desc,4.6.0-PTU,4.7.0-LIVE,0.5939,,,,You have been awarded: Perseus Alliance Aid Camo Livery,"You've been awarded: Perseus Alliance Aid Camo, ParaMed AA Support Device, and Item Fabricator (Upon Release) | "
14.91,Journal_General_FrontendNewspaperHeadlines_Title,4.6.0-PTU,4.7.0-LIVE,0.6071,,,,New United - Release Ed. 4.6.0,Vox Populi - Release 4.7.0
12.53,mission_item_0009,4.6.0-PTU,4.7.0-LIVE,0.6667,,,,ore,Ore
12.53,mission_item_0052,4.6.0-PTU,4.7.0-LIVE,0.6667,,,,box,Box
11.54,EckhartSecurity_DestroyServers_FacilityDelving_Desc_001,4.6.0-PTU,4.7.0-LIVE,0.6914,,,,"ECKHART SECURITY, LLC. | CONTRACTS & DISPATCH |  | CONTRACT TYPE: Destroy Server | APPROVAL CODE = VS-14 |  | FOR IMMEDIATE PROCESSING |  | Our client has requested the immediate destruction of a group of servers located at a long-shuttered ASD research site, <EM4>~mission(Location|Address)</EM4>. The servers in question contain information that our client considers extremely damaging and is eager to see the data","ECKHART SECURITY, LLC. | CONTRACTS & DISPATCH |  | CONTRACT TYPE: Destroy Server | APPROVAL CODE = VS-14 |  | FOR IMMEDIATE PROCESSING |  | Our client has requested the immediate destruction of a group of servers located at a long-shuttered ASD research site. The servers in question contain information that our client considers extremely damaging and is eager to see the data completely eliminated. |  | Initial survei"
9.2,mission_item_0001,4.6.0-PTU,4.7.0-LIVE,0.75,,,,food,Food
9.2,mission_item_0016,4.6.0-PTU,4.7.0-LIVE,0.75,,,,gold,Gold
9.2,mission_item_0080,4.6.0-PTU,4.7.0-LIVE,0.75,,,,comm tap,Comm Tap
9.2,mission_item_0106,4.6.0-PTU,4.7.0-LIVE,0.75,,,,lab gear,Lab Gear
9.2,mission_item_0109,4.6.0-PTU,4.7.0-LIVE,0.75,,,,junk,Junk
8.09,mission_Item_0131,4.6.0-PTU,4.7.0-LIVE,0.7778,,,,raw chems,Raw Chems
8.09,mission_item_0012,4.6.0-PTU,4.7.0-LIVE,0.7778,,,,raw metal,Raw Metal
8.09,mission_item_0102,4.6.0-PTU,4.7.0-LIVE,0.7778,,,,first aid,First Aid
28.48,Journal_General_Mining_Compendium_Content,4.7.0-PTU,4.7.1-LIVE,0.268,,,,"To promote the entrepreneurial spirit of the modern miner, the United Resource Workers have put together a handy guide listing the most common locations to find minerals, ores, and gemstones across the ‘verse. |  | Agricium - Found in All Deposits |  | Aluminium - Aaron Halo, Cellin, Yela, Stanton Lagrange Points, Pyro Asteroid Clusters |  | Aphorite - All Moons/Planets/Caves |  | Aslarite - Aaron Halo, Magda, It","To promote the entrepreneurial spirit of the modern miner, the United Resource Workers have put together a handy guide listing the most common locations to find minerals, ores, and gemstones across the ‘verse. |  | Agricium - ARC-L3, Cellin, CRU-L5, Daymar, MIC-L4, Pyro Asteroid Clusters, Terminus, Vuur, Yela |  | Aluminium - Aaron Halo, Aberdeen, ARC-L1, ARC-L2, Arial, CRU-L3, Glaciem Ring, HUR-L1, HUR-L"
53.15,headhunters_bombingrun_multi_E_CFP_desc_001,4.7.1-LIVE,4.8.0-PTU,0.9263,living_hell|bomb_the_living|hell,,'bomb the living hell out of'→'really mess the place up',Every day it seems like Citizens for Prosperity is out here trying to snatch up more people for their shitty little cause and make life more difficult for hardworkin' folks like ourselves.  |  | I figure they could use a reminder about who really is in charge here. Head to ~mission(Location|Address) and bomb the living hell out of the area.  |  | Nothing like a bit of property damage to get a point across,Every day it seems like Citizens for Prosperity is out here trying to snatch up more people for their shitty little cause and make life more difficult for hardworkin' folks like ourselves.  |  | I figure they could use a reminder about who really is in charge here. Head to ~mission(Location|Address) and really mess the place up.  |  | Nothing like a bit of property damage to get a point across. |  | -Stows ou
27.0,headhunters_Nyx_bombingrun_M_desc_001,4.7.1-LIVE,4.8.0-PTU,0.9929,bomb_the_life,,'bomb the life out of'→'blow the life out of',"Seems we got a bit of competition out here in Nyx. Scouts have spotted a gang holding up at  <EM4>~mission(Location|Address)</EM4>. |  | Now, I'm a fair man. I sent these nullbrains a message saying they either vacate the facility or we make them wish they had, and they made their choice. So now I need you to fly over there and bomb the life out of the fuel tanks. Let's see how long they stick around ","Seems we got a bit of competition out here in Nyx. Scouts have spotted a gang holding up at  <EM4>~mission(Location|Address)</EM4>. |  | Now, I'm a fair man. I sent these nullbrains a message saying they either vacate the facility or we make them wish they had, and they made their choice. So now I need you to fly over there and blow the life out of the fuel tanks. Let's see how long they stick around "
27.0,headhunters_bombingrun_S_desc_001,4.7.1-LIVE,4.8.0-PTU,0.9832,bombing_run,,'bombing run'→'attack',"We've heard news that a new gang are planning a bombing run on a place over at <EM4>~mission(Location|Address)</EM4>. They figure if they can take out the fuel supplies there then it's theirs for the taking. |  | But little do they know that we're gonna send you in first to blow the fuel tanks so we can claim the place before they do. If it all goes to plan, we can clear the location out and stick it ","We've heard news that a new gang are planning an attack on a place over at <EM4>~mission(Location|Address)</EM4>. They figure if they can take out the fuel supplies there then it's theirs for the taking. |  | But little do they know that we're gonna send you in first to blow the fuel tanks so we can claim the place before they do. If it all goes to plan, we can clear the location out and stick it to t"
20.77,Journal_General_Harvestables_Content,4.7.1-LIVE,4.8.0-PTU,0.4607,,,,"This guide will help you identify what's useful, what's edible, and what's deadly.   |  | *STANTON SYSTEM* | It may seem completely corporate, but the Stanton system is rich with resources for the enterprising forager. |  | DEGNOUS ROOT  | A type of macroalgae that has acclimated to much of the Stanton system, the degnous root is originally from Terra III, where it grows in abundance along shallow coastlines.","This guide will help you identify what's useful, what's edible, and what's deadly. |  | *STANTON SYSTEM* | It may seem completely corporate, but the Stanton system is rich with resources for the enterprising forager. |  | DEGNOUS ROOT | A type of macroalgae that has acclimated to much of the Stanton system, the degnous root is originally from Terra III, where it grows in abundance along shallow coastlines. It"
18.14,item_fuelnozzle_GRIN_Safe_Desc,4.7.1-LIVE,4.8.0-PTU,0.5265,,,,"Manufacturer: Greycat Industrial | Item Type: Fuel Nozzle | Safe Flow Rate: 0.8 SCU/s |  | By maintaining a higher working pressure, the Harkin fuel nozzle from Greycat not only provides for a wider range of safe flow rates, but allows the attached storage to hold additional fuel albeit at a slower overall transfer rate. | ","Manufacturer: Greycat Industrial | Item Type: Fuel Nozzle | Flow Speed: 1.05 SCU/s |  | By maintaining a higher working pressure, the Harkin fuel nozzle from Greycat not only boasts a secure build, but allows the attached storage to hold additional fuel albeit at a slower overall transfer speed. | "
25.7,item_DescStinger_Paint_Silver_Grey_Teal,4.8.0-PTU,4.9.0-LIVE,0.3376,,,,Silvery gray highlights frame metallic blue wings in the Insularis livery for the Esperia Stinger.,"The Insularis livery adds a sleek, ethereal teal and patina metal finish to emphasize and celebrate the otherworldly nature of the Stinger."
22.6,"item_Desc_dmc_frontier_gloves_01_02_11,P",4.8.0-PTU,4.9.0-LIVE,0.4151,,,,PLACEHOLDER,PLACEHOLDER - dmc_frontier_gloves_01_02_11
22.6,"item_Desc_dmc_frontier_jacket_01_02_11,P",4.8.0-PTU,4.9.0-LIVE,0.4151,,,,PLACEHOLDER,PLACEHOLDER - dmc_frontier_jacket_01_02_11
22.28,"item_Desc_dmc_frontier_pants_01_02_11,P",4.8.0-PTU,4.9.0-LIVE,0.4231,,,,PLACEHOLDER,PLACEHOLDER - dmc_frontier_pants_01_02_11
22.28,"item_Desc_gsb_frontier_boots_01_02_11,P",4.8.0-PTU,4.9.0-LIVE,0.4231,,,,PLACEHOLDER,PLACEHOLDER - gsb_frontier_boots_01_02_11
20.48,"item_Desc_cbd_hat_03_01_CFP_var2,P",4.8.0-PTU,4.9.0-LIVE,0.4681,,,,PLACEHOLDER,PLACEHOLDER - cbd_hat_03_01_CFP_var2
16.8,mission_location_nyx_006,4.8.0-PTU,4.9.0-LIVE,0.56,,,,Delamar Wreck Site,Delamar
12.48,"UWC_Refueling_multiple_med_desc_001,P",4.8.0-PTU,4.9.0-LIVE,0.668,,,,"Hey again, |  | I've got a beacon at <EM4>~mission(Location|Address)</EM4> and this one's a big one. An entire little fleet of ships all burned out of fuel at the same time. Impressive coordination and lack of planning at the same time.  |  | The client vessel will pay you at the rate of <EM4>~mission(FuelRate) aUEC per SCU of Hydrogen</EM4> and  <EM4>~mission(QTFuelRate) aUEC per SCU of Quantum </EM4>, a","Hey again, |  | I've got a beacon at <EM4>~mission(Location|Address)</EM4> and this one's a bit more complicated than usual. Got small convoy of ships requesting ~mission(FuelType). Impressive coordination and lack of planning to all need refueling at the same time.  |  | The client will pay you at the rate of ~mission(RefuelRequest), and as a United Wayfarers Club contractor, you will also qualify for th"
11.93,mission_location_nyx_007,4.8.0-PTU,4.9.0-LIVE,0.6818,,,,a wreck site on Delamar,a location on Delamar
11.77,mission_location_nyx_008,4.8.0-PTU,4.9.0-LIVE,0.6857,,,,Glaciem Ring Wreck Site,Glaciem Ring
10.59,RAIN_intro_desc_01,4.8.0-PTU,4.9.0-LIVE,0.7153,,,,"To all available contractors, |  | Rayari Incorporated is looking for independent contractors to provide additional support in our efforts to push the boundaries of science, agriculture, and medicine in the Empire and beyond.  |  | A research initiative at <EM4>~mission(Destination|Address)</EM4> is in desperate need of resources, so we are looking for a reliable contractor to obtain and deliver these cru","To all available contractors, |  | Rayari Incorporated is looking for independent contractors to provide additional support in our efforts to push the boundaries of science, agriculture, and medicine in the Empire and beyond.  |  | A research initiative at <EM4>~mission(Destination|Address)</EM4> is in desperate need of resources, so we are looking for a reliable contractor to obtain and deliver these cru"
10.48,UWC_Refueling_multiple_med_title_001,4.8.0-PTU,4.9.0-LIVE,0.7179,,,,URGENT FLEET REFUEL,URGENT CONVOY REFUEL
8.23,mission_location_nyx_008a,4.8.0-PTU,4.9.0-LIVE,0.7742,,,,a wreck site in the Glaciem Ring,a location in the Glaciem Ring
8.08,UWC_Refueling_easy_desc_001,4.8.0-PTU,4.9.0-LIVE,0.778,,,,"Hey there, |  | If you're fitted for refueling, you might like this one.  |  | A beacon has just gone live at <EM4>~mission(Location|Address)</EM4>, from a client whose <EM4>~mission(Ship)</EM4> is running on empty, so make sure your fuel pods are topped off. |  | The client vessel will pay you at the rate of <EM4>~mission(FuelRate) aUEC per SCU of Hydrogen</EM4> and  <EM4>~mission(QTFuelRate) aUEC per SCU of","Hey there, |  | If you're fitted for refueling, you might like this one.  |  | A beacon has just gone live at <EM4>~mission(Location|Address)</EM4>, from a client whose <EM4>~mission(Ship)</EM4> is in need of ~mission(FuelType), so make sure your pods are topped off. |  | The client vessel will pay you at the rate of ~mission(RefuelRequest), and as a United Wayfarers Club contractor, you will also qualify for"
39.2,item_Desc_rrs_combat_heavy_backpack_01_04_01,4.9.0-LIVE,4.10.0-PTU,0.0,,,,,Item Type: Heavy Backpack | Carrying Capacity: 150K µSCU | Core Compatibility: Heavy |  | Comfortably carry vital gear with the Morozov-CH backpack. This softshell bag is made with an advanced duraweave that's lightweight yet ready for battlefield action. It also features several easy to access pockets and a plethora of straps to keep supplies secure and tight to your back. The Stronghold edition features
38.73,"item_Desc_rrs_specialist_heavy_core_06_01_01,P",4.9.0-LIVE,4.10.0-PTU,0.0118,,,,PH - Description for rrs_specialist_heavy_core_06_01_01,"Item Type: Heavy Armor | Damage Reduction: 40% | Temp. Rating: -70 / 100 °C | Radiation Protection: 26800 REM | Radiation Scrub Rate: 145.8 REM/s | Carrying Capacity: 12K µSCU | Backpacks: All |  | Featuring fortified armor plating, special anti-rip protective padding and ample storage, the Morozov-SH is ready to overcome all kinds of adversity. After consulting with security professionals, RRS added a unique hig"
38.72,"item_Desc_rrs_specialist_heavy_legs_06_01_01,P",4.9.0-LIVE,4.10.0-PTU,0.0121,,,,PH - Description for rrs_specialist_heavy_legs_06_01_01,"Item Type: Heavy Armor | Damage Reduction: 40% | Temp. Rating: -70 / 100 °C | Radiation Protection: 26800 REM | Radiation Scrub Rate: 145.8 REM/s | Carrying Capacity: 8K µSCU |  | Featuring fortified armor plating, special anti-rip protective padding and ample storage, the Morozov-SH is ready to overcome all kinds of adversity. After consulting with security professionals, RRS added a unique high protective col"
38.7,"item_Desc_rrs_specialist_heavy_arms_06_01_01,P",4.9.0-LIVE,4.10.0-PTU,0.0126,,,,PH - Description for rrs_specialist_heavy_arms_06_01_01,"Item Type: Heavy Armor | Damage Reduction: 40% | Temp. Rating: -70 / 100 °C | Radiation Protection: 26800 REM | Radiation Scrub Rate: 145.8 REM/s |  | Featuring fortified armor plating, special anti-rip protective padding and ample storage, the Morozov-SH is ready to overcome all kinds of adversity. After consulting with security professionals, RRS added a unique high protective collar and a lightweight inner"
26.32,item_Desc_clda_undersuit_02,4.9.0-LIVE,4.10.0-PTU,0.3221,,,,"Item Type: Undersuit | Damage Reduction: 5% | Temp. Rating: -30 / 60 °C | Radiation Protection: 15200 REM | Radiation Scrub Rate: 81 REM/s | G-Force Tolerance: +90% | Carrying Capacity: 8.0 µSCU |  | Built for adventure but comfortable enough for everyday, the Markanda undersuit has become beloved by explorers. A unique patchwork design creates a flexible yet resilient undersuit, while an odor resistant SureSoft ","Item Type: Undersuit | Damage Reduction: 5% | Temp. Rating: -30 / 60 °C | Radiation Protection: 15200 REM | Radiation Scrub Rate: 81 REM/s | G-Force Tolerance: +90% |  | Built for adventure but comfortable enough for everyday, the Markanda undersuit has become beloved by explorers. A unique patchwork design creates a flexible yet resilient undersuit, while an odor resistant SureSoft inner lining will keep you f"
